0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.75,0.15,1.00,0.25,1.00,1.00,1.00,1.00$0,0,1,0
1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.71,0.17,1.00,0.23,1.00,1.00,1.00,1.00$0,0,1,0
1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.24,0.89,0.20,1.00,1.00,0.93,0.93$1,0,0,0
1.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.85,0.20,1.00,0.42,1.00,1.00,1.00,1.00$0,0,1,0
1.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.50,1.00,0.00,0.00,0.00,0.00,1.00,0.39,0.93,0.37,1.00,1.00,1.00,1.00$0,0,1,0
1.00,0.50,0.00,0.00,0.50,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.50,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,0.56,0.89,0.33,1.00,1.00,0.92,0.92$1,0,0,0
1.00,0.50,0.00,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.50,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.43,0.91,0.30,1.00,1.00,1.00,1.00$0,0,1,0
1.00,0.50,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,1.00,0.00,0.00,0.00,0.00,1.00,0.34,0.85,0.28,1.00,1.00,0.92,0.92$1,0,0,0
1.00,0.25,0.00,0.25,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.97,0.61,1.00,0.39,0.92,0.92,1.00,1.00$0,0,1,0
1.00,0.50,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.50,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.56,0.89,0.35,1.00,1.00,1.00,1.00$1,0,0,0
1.00,0.50,0.50,0.00,0.50,0.00,0.00,0.00,0.25,0.00,0.00,0.25,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.92,0.51,1.00,0.37,0.83,0.83,1.00,1.00$0,0,1,0
1.00,1.00,0.00,0.00,0.50,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.25,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.98,0.39,1.00,0.24,1.00,1.00,1.00,1.00$1,0,0,0
1.00,1.00,0.00,0.00,1.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.28,0.98,0.27,1.00,1.00,0.92,0.92$0,0,1,0
1.00,0.00,0.00,0.00,0.50,0.13,0.00,0.00,0.00,0.00,0.00,0.13,0.13,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.68,0.98,0.26,1.00,1.00,1.00,1.00$1,0,0,0
1.00,0.13,0.00,0.13,0.50,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.13,1.00,0.00,0.00,0.00,1.00,0.96,0.64,1.00,0.40,1.00,1.00,1.00,1.00$0,0,1,0
1.00,0.25,0.00,0.00,0.50,0.00,0.00,0.00,0.13,0.00,0.00,0.13,0.13,0.00,0.00,0.00,1.00,0.00,1.00,0.00,2.00,1.00,0.64,1.00,0.39,1.00,1.00,1.00,1.00$1,0,0,0
1.00,0.25,0.00,0.13,0.50,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.13,0.00,0.00,1.00,0.00,0.00,0.00,2.00,1.00,0.65,1.00,0.57,1.00,1.00,1.00,1.00$1,0,0,0
1.00,0.25,0.00,0.13,0.50,0.13,0.00,0.00,0.25,0.00,0.00,0.00,0.25,0.00,0.00,0.00,1.00,0.00,1.00,0.00,3.00,1.00,0.64,0.98,0.57,1.00,1.00,0.90,0.90$1,0,0,0
1.00,0.25,0.13,0.13,0.50,0.13,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.41,0.96,0.54,1.00,1.00,1.00,1.00$1,0,0,0
1.00,0.25,0.13,0.13,1.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.26,0.90,0.50,1.00,1.00,0.91,0.91$1,0,0,0
1.00,0.13,0.06,0.06,0.00,0.13,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.99,0.24,1.00,0.69,1.00,1.00,0.92,0.92$0,0,1,0
1.00,0.13,0.13,0.00,0.13,0.06,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.97,0.44,1.00,0.45,0.91,0.91,1.00,1.00$1,0,0,0
1.00,0.13,0.13,0.00,0.13,0.06,0.06,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,2.00,0.97,0.44,1.00,0.45,0.91,0.91,1.00,1.00$0,0,1,0
