0.0,220.0,220.0,80.0$1,0,0,0
12.0,300.0,0.0,24.0$0,0,1,0
8.0,540.0,28.0,84.0$0,1,0,0
20.0,620.0,720.0,360.0$0,0,1,0
44.0,756.0,908.0,380.0$0,0,1,0
104.0,1008.0,936.0,440.0$0,1,0,0
108.0,1148.0,1072.0,556.0$0,1,0,0
116.0,1248.0,1216.0,680.0$0,1,0,0
148.0,1296.0,1272.0,896.0$0,1,0,0
148.0,1324.0,1276.0,952.0$0,1,0,0
160.0,1404.0,1392.0,1456.0$0,0,0,1
156.0,1608.0,1392.0,1468.0$0,0,0,1
132.0,1688.0,1392.0,1480.0$0,0,0,1
148.0,1748.0,1416.0,1496.0$0,1,0,0
168.0,1848.0,1704.0,1764.0$0,1,0,0
264.0,1876.0,1876.0,1432.0$0,0,1,0
240.0,1980.0,1956.0,2032.0$0,0,0,1
276.0,2084.0,1980.0,2048.0$0,1,0,0
280.0,2224.0,2024.0,2096.0$0,1,0,0
288.0,2272.0,2188.0,2240.0$0,0,1,0
332.0,2444.0,2208.0,2264.0$0,1,0,0
344.0,2524.0,3120.0,2200.0$0,0,1,0
376.0,3208.0,3800.0,1880.0$0,0,1,0
560.0,4036.0,3836.0,1940.0$0,1,0,0
568.0,4136.0,4036.0,2788.0$0,1,0,0
568.0,4160.0,4216.0,2188.0$0,0,1,0
628.0,4276.0,4216.0,2200.0$0,0,1,0
3688.0,4416.0,4416.0,3080.0$1,0,0,0
3708.0,4140.0,3712.0,1616.0$0,0,1,0
596.0,4484.0,3748.0,1628.0$0,1,0,0
504.0,4536.0,4460.0,3108.0$0,0,1,0
836.0,4520.0,4480.0,3140.0$0,1,0,0
848.0,4600.0,4572.0,3196.0$0,0,1,0
768.0,4784.0,4732.0,4816.0$0,1,0,0
788.0,4844.0,4844.0,3520.0$0,0,1,0
872.0,4924.0,5024.0,2816.0$0,0,1,0
824.0,5156.0,5032.0,2820.0$0,1,0,0
832.0,5256.0,5156.0,3788.0$0,0,1,0
3984.0,5256.0,5156.0,3800.0$0,0,1,0
836.0,5284.0,5160.0,3804.0$0,1,0,0
844.0,5384.0,5304.0,3900.0$0,1,0,0
876.0,5432.0,5384.0,5620.0$0,0,0,1
468.0,5836.0,5524.0,5656.0$0,0,1,0
3904.0,6376.0,5544.0,5688.0$0,1,0,0
4164.0,6412.0,7728.0,5172.0$0,0,1,0
7340.0,7828.0,7728.0,5184.0$0,1,0,0
7352.0,7908.0,7956.0,3932.0$0,0,1,0
7348.0,8556.0,7956.0,3944.0$0,0,1,0
7352.0,8536.0,7976.0,3968.0$0,0,1,0
7368.0,8604.0,7980.0,3972.0$0,0,1,0
7524.0,8656.0,8000.0,3988.0$0,1,0,0
7556.0,8704.0,8676.0,8744.0$0,0,0,1
1088.0,8868.0,8704.0,8792.0$0,0,0,1
1052.0,9132.0,8696.0,8824.0$0,1,0,0
1148.0,9412.0,9052.0,9232.0$0,0,1,0
1040.0,9964.0,9100.0,9184.0$0,1,0,0
1300.0,10000.0,9984.0,9996.0$0,0,0,1
444.0,10396.0,9984.0,10008.0$0,1,0,0
1204.0,10464.0,10364.0,10424.0$0,0,0,1
1076.0,10536.0,10388.0,10440.0$0,0,0,1
428.0,10584.0,10388.0,10452.0$0,1,0,0
768.0,10624.0,10524.0,10608.0$0,1,0,0
1536.0,10652.0,10584.0,10644.0$0,0,1,0
